side,entry_time,entry_price,sltp,partial_taken,exit_time,exit_price,result,pnl_pct,equity_curve
LONG,2025-07-22 13:40:00,119455.8,"TradeExit(trailing_stop=119032.91181813394, sl=118799.4, tp=120374.76000000002, sl_pct=0.005494919459750039, tp_pct=0.007692887243650055)",False,2025-07-22 13:50:00,118799.4,LOSS,,
LONG,2025-07-22 14:10:00,118390.6,"TradeExit(trailing_stop=117680.10808514092, sl=118390.6, tp=119606.64000000001, sl_pct=0.007336731125613062, tp_pct=0.010271423575858286)",False,2025-07-22 16:15:00,119284.6,PARTIAL_50,0.3775637592849432,10.787501255977476
LONG,2025-07-22 14:10:00,118390.6,"TradeExit(trailing_stop=117680.10808514092, sl=118390.6, tp=119606.64000000001, sl_pct=0.007336731125613062, tp_pct=0.010271423575858286)",True,2025-07-22 18:50:00,119606.64000000001,WIN,,
LONG,2025-07-22 20:05:00,119669.1,"TradeExit(trailing_stop=119162.4614312048, sl=119102.8, tp=120461.92, sl_pct=0.004732215751601733, tp_pct=0.0066251020522424256)",False,2025-07-23 08:00:00,119102.8,LOSS,,
SHORT,2025-07-23 08:35:00,118256.5,"TradeExit(trailing_stop=118491.49092563095, sl=118256.5, tp=117869.54000000001, sl_pct=0.0023372922418640344, tp_pct=0.003272209138609648)",False,2025-07-23 09:25:00,117948.1,PARTIAL_50,0.13039452376824706,10.917895779745724
SHORT,2025-07-23 08:35:00,118256.5,"TradeExit(trailing_stop=118491.49092563095, sl=118256.5, tp=117869.54000000001, sl_pct=0.0023372922418640344, tp_pct=0.003272209138609648)",True,2025-07-23 10:10:00,117869.54000000001,WIN,,
SHORT,2025-07-23 11:10:00,118119.7,"TradeExit(trailing_stop=118373.43718540619, sl=118416.99999999999, tp=117703.48, sl_pct=0.002516938326121747, tp_pct=0.0035237136565704455)",False,2025-07-23 11:25:00,118416.99999999999,LOSS,,
SHORT,2025-07-23 12:40:00,118211.3,"TradeExit(trailing_stop=118485.37933406899, sl=118211.3, tp=117645.70000000001, sl_pct=0.0034176089764684087, tp_pct=0.004784652567055772)",False,2025-07-23 13:40:00,117562.5,PARTIAL_50,0.27442384949662296,11.192319629242347
SHORT,2025-07-23 12:40:00,118211.3,"TradeExit(trailing_stop=118485.37933406899, sl=118211.3, tp=117645.70000000001, sl_pct=0.0034176089764684087, tp_pct=0.004784652567055772)",True,2025-07-23 13:40:00,117645.70000000001,WIN,,
SHORT,2025-07-23 16:10:00,117847.6,"TradeExit(trailing_stop=118326.36376449572, sl=118687.10000000002, tp=116672.3, sl_pct=0.007123607099338468, tp_pct=0.009973049939073855)",False,2025-07-24 08:10:00,118687.10000000002,LOSS,,
LONG,2025-07-24 13:15:00,118666.0,"TradeExit(trailing_stop=118384.73827455557, sl=118236.0, tp=119268.0, sl_pct=0.003623615863010466, tp_pct=0.005073062208214653)",False,2025-07-24 13:55:00,118236.0,LOSS,,
LONG,2025-07-24 14:30:00,118379.9,"TradeExit(trailing_stop=117900.65521159286, sl=118379.9, tp=119229.41999999998, sl_pct=0.005125870185732446, tp_pct=0.007176218260025424)",False,2025-07-24 14:55:00,119021.5,PARTIAL_50,0.27099195049159774,11.463311579733944
LONG,2025-07-24 14:30:00,118379.9,"TradeExit(trailing_stop=117900.65521159286, sl=118379.9, tp=119229.41999999998, sl_pct=0.005125870185732446, tp_pct=0.007176218260025424)",True,2025-07-24 15:00:00,119229.41999999998,WIN,,
